Event key,Component key,Event path,Education level,Database query type,Affected table,Since,Legacy event,Component_pt,Event name_pt,Component_it,Event name_it,Component_fr,Event name_fr,Component_de,Event name_de,Component_ca,Event name_ca,Component_en,Event name_en,Component_es,Event name_es
COURSE_MODULE_VIEWED,CHOICE,\mod_choice\event\course_module_viewed,Participating,read,choice,2.6,,Sondagem,Módulo de disciplina visualizado,Scelta,Visualizzato modulo corso,Sondage,Module de cours consulté,Abstimmung,Kursmodul angezeigt,Consulta,Mòdul de curs vist,Choice,Course module viewed,Consulta,Módulo de curso visto
CHOICE_REPORT_DOWNLOADED,CHOICE,\mod_choice\event\report_downloaded,Teaching,read,,3.1,,Sondagem,Relatório de respostas submetidas descarregado,Scelta,Scaricato report delle scelte,Sondage,Rapport de sondage téléchargé,Abstimmung,Abstimmungsübersicht heruntergeladen,Consulta,S'ha baixat l'informe d'eleccions,Choice,Choice report downloaded,Consulta,Informe de selección descargado
CHOICE_REPORT_VIEWED,CHOICE,\mod_choice\event\report_viewed,Teaching,read,choice,2.6,,Sondagem,Relatório da Sondagem visualizado,Scelta,Visualizzato report scelta,Sondage,Rapport de sondage consulté,Abstimmung,Abstimmungsübersicht angezeigt,Consulta,S'ha visualitzat l'informe d'elecció,Choice,Choice report viewed,Consulta,Informe de Consulta visto
COMMENT_CREATED,DATABASE,\mod_data\event\comment_created,Participating,create,comments,2.7,,Base de dados,Comentário criado,Database,Creato commento,Base de données,Commentaire créé,Datenbank,Kommentar angelegt,Base de dades,Comentari creat,Database,Comment created,Base de datos,Comentario creado
COMMENT_DELETED,DATABASE,\mod_data\event\comment_deleted,Participating,delete,comments,2.7,,Base de dados,Comentário apagado,Database,Eliminato commento,Base de données,Commentaire supprimé,Datenbank,Kommentar gelöscht,Base de dades,Comentari suprimit,Database,Comment deleted,Base de datos,Comentario eliminado
COURSE_MODULE_INSTANCE_LIST_VIEWED,DATABASE,\mod_data\event\course_module_instance_list_viewed,Other,read,,2.7,,Base de dados,Lista de instâncias do módulo de disciplina visualizada,Database,Visualizzato elenco istanze moduli corso,Base de données,Liste d'instances de module de cours consultée,Datenbank,Liste der Kursmodule angezeigt,Base de dades,Llista d'instàncies de mòduls de curs vistos,Database,Course module instance list viewed,Base de datos,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,DATABASE,\mod_data\event\course_module_viewed,Participating,read,data,2.7,,Base de dados,Módulo de disciplina visualizado,Database,Visualizzato modulo corso,Base de données,Module de cours consulté,Datenbank,Kursmodul angezeigt,Base de dades,Mòdul de curs vist,Database,Course module viewed,Base de datos,Módulo de curso visto
FIELD_CREATED,DATABASE,\mod_data\event\field_created,Teaching,create,data_fields,2.7,,Base de dados,Campo criado,Database,Creato campo,Base de données,Champ créé,Datenbank,Feld angelegt,Base de dades,S'ha creat un camp,Database,Field created,Base de datos,Campo creado
FIELD_DELETED,DATABASE,\mod_data\event\field_deleted,Teaching,delete,data_fields,2.7,,Base de dados,Campo eliminado,Database,Eliminato campo,Base de données,Champ supprimé,Datenbank,Feld gelöscht,Base de dades,S'ha suprimit un camp,Database,Field deleted,Base de datos,Campo borrado
FIELD_UPDATED,DATABASE,\mod_data\event\field_updated,Teaching,update,data_fields,2.7,,Base de dados,Campo atualizado,Database,Aggiornato campo,Base de données,Champ modifié,Datenbank,Feld aktualisiert,Base de dades,S'ha actualitzat el camp,Database,Field updated,Base de datos,Campo actualizado
RECORD_CREATED,DATABASE,\mod_data\event\record_created,Participating,create,data_records,2.7,,Base de dados,Registo criado,Database,Creato record,Base de données,Fiche créée,Datenbank,Datensatz angelegt,Base de dades,S'ha creat un registre,Database,Record created,Base de datos,Registro creado
RECORD_DELETED,DATABASE,\mod_data\event\record_deleted,Participating,delete,data_records,2.7,,Base de dados,Registo eliminado,Database,Eliminato record,Base de données,Fiche supprimée,Datenbank,Datensatz gelöscht,Base de dades,S'ha suprimit un registre,Database,Record deleted,Base de datos,Registro borrado
RECORD_UPDATED,DATABASE,\mod_data\event\record_updated,Participating,update,data_records,2.7,,Base de dados,Registo atualizado,Database,Aggiornato record,Base de données,Fiche modifiée,Datenbank,Datensatz aktualisiert,Base de dades,S'ha actualitzat un registre,Database,Record updated,Base de datos,Registro actualizado
TEMPLATE_UPDATED,DATABASE,\mod_data\event\template_updated,Other,update,,2.7,,Base de dados,Modelo atualizado,Database,Aggiornato modello,Base de données,Modèle modifié,Datenbank,Vorlage aktualisiert,Base de dades,S'ha actualitzat una plantilla,Database,Template updated,Base de datos,Plantilla actualizada
TEMPLATES_VIEWED,DATABASE,\mod_data\event\template_viewed,Other,read,,2.7,,Base de dados,Modelos visualizados,Database,Visualizzato modello,Base de données,Modèle consulté,Datenbank,Vorlagen angezeigt,Base de dades,S'han visualitzat les plantilles,Database,Templates viewed,Base de datos,Plantilla visualizada
COURSE_MODULE_INSTANCE_LIST_VIEWED,FEEDBACK,\mod_feedback\event\course_module_instance_list_viewed,Other,read,,2.7,,Inquérito,Lista de instâncias do módulo de disciplina visualizada,Feedback,Visualizzato elenco istanze moduli corso,Feedback,Liste d'instances de module de cours consultée,Feedback,Liste der Kursmodule angezeigt,Retroacció,Llista d'instàncies de mòduls de curs vistos,Feedback,Course module instance list viewed,Módulo de encuesta,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,FEEDBACK,\mod_feedback\event\course_module_viewed,Participating,read,feedback,2.6,,Inquérito,Módulo de disciplina visualizado,Feedback,Visualizzato modulo corso,Feedback,Module de cours consulté,Feedback,Kursmodul angezeigt,Retroacció,Mòdul de curs vist,Feedback,Course module viewed,Módulo de encuesta,Módulo de curso visto
RESPONSE_DELETED,FEEDBACK,\mod_feedback\event\response_deleted,Participating,delete,feedback_completed,2.6,,Inquérito,Resposta apagada,Feedback,Eliminate risposte,Feedback,Réponse supprimée,Feedback,Antwort gelöscht,Retroacció,S'ha suprimit la resposta,Feedback,Response deleted,Módulo de encuesta,Respuesta eliminada
RESPONSE_SUBMITTED,FEEDBACK,\mod_feedback\event\response_submitted,Participating,create,feedback_completed,2.6,,Inquérito,Resposta submetida,Feedback,Inviate risposte,Feedback,Réponse remise,Feedback,Antwort abgegeben,Retroacció,S'ha enviat la resposta,Feedback,Response submitted,Módulo de encuesta,Respuesta enviada
ZIP_ARCHIVE_OF_FOLDER_DOWNLOADED,FOLDER,\mod_folder\event\all_files_downloaded,Participating,read,folder,3.1,,Pasta,Foi descarregado um ficheiro ZIP da pasta,Cartella,L'archivio zip della cartella è stato scaricato,Dossier,Archive ZIP d'un dossier téléchargée,Verzeichnis,Verzeichnis wurde heruntergeladen,Carpeta,S'ha descarregat l'arxiu Zip o la carpeta,Folder,Zip archive of folder downloaded,Carpeta,Directorio descargado en formato Zip
COURSE_MODULE_INSTANCE_LIST_VIEWED,FOLDER,\mod_folder\event\course_module_instance_list_viewed,Other,read,,2.7,,Pasta,Lista de instâncias do módulo de disciplina visualizada,Cartella,Visualizzato elenco istanze moduli corso,Dossier,Liste d'instances de module de cours consultée,Verzeichnis,Liste der Kursmodule angezeigt,Carpeta,Llista d'instàncies de mòduls de curs vistos,Folder,Course module instance list viewed,Carpeta,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,FOLDER,\mod_folder\event\course_module_viewed,Participating,read,folder,2.7,,Pasta,Módulo de disciplina visualizado,Cartella,Visualizzato modulo corso,Dossier,Module de cours consulté,Verzeichnis,Kursmodul angezeigt,Carpeta,Mòdul de curs vist,Folder,Course module viewed,Carpeta,Módulo de curso visto
FOLDER_UPDATED,FOLDER,\mod_folder\event\folder_updated,Teaching,update,folder,2.7,,Pasta,Pasta atualizada,Cartella,Aggiornata catella,Dossier,Dossier modifié,Verzeichnis,Verzeichnis wurde aktualisiert,Carpeta,Carpeta actualitzada,Folder,Folder updated,Carpeta,Carpeta actualizada
SOME_CONTENT_HAS_BEEN_POSTED,FORUM,\mod_forum\event\assessable_uploaded,Participating,create,forum_posts,2.6,assessable_content_uploaded,Fórum,Foi publicado algum conteúdo.,Forum,Inserito intervento nel forum,Forum,Contenu posté,Forum,Inhalte wurden bereitgestellt,Fòrum,S'han publicat alguns continguts.,Forum,Some content has been posted.,Foro,Algún contenido ha sido publicado.
COURSE_MODULE_INSTANCE_LIST_VIEWED,FORUM,\mod_forum\event\course_module_instance_list_viewed,Other,read,,2.7,,Fórum,Lista de instâncias do módulo de disciplina visualizada,Forum,Visualizzato elenco istanze moduli corso,Forum,Liste d'instances de module de cours consultée,Forum,Liste der Kursmodule angezeigt,Fòrum,Llista d'instàncies de mòduls de curs vistos,Forum,Course module instance list viewed,Foro,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,FORUM,\mod_forum\event\course_module_viewed,Participating,read,forum,2.7,,Fórum,Módulo de disciplina visualizado,Forum,Visualizzato modulo corso,Forum,Module de cours consulté,Forum,Kursmodul angezeigt,Fòrum,Mòdul de curs vist,Forum,Course module viewed,Foro,Módulo de curso visto
COURSE_SEARCHED,FORUM,\mod_forum\event\course_searched,Participating,read,,2.7,,Fórum,Disciplina procurada,Forum,Effettuata ricerca nel corso,Forum,Cours recherché,Forum,Kurs durchsucht,Fòrum,Curs cercat,Forum,Course searched,Foro,Curso buscado
DISCUSSION_CREATED,FORUM,\mod_forum\event\discussion_created,Participating,create,forum_discussions,2.7,,Fórum,Discussão criada,Forum,Creata discussione,Forum,Discussion créée,Forum,Thema angelegt,Fòrum,S'ha creat el debat,Forum,Discussion created,Foro,Tema creado
DISCUSSION_DELETED,FORUM,\mod_forum\event\discussion_deleted,Other,delete,forum_discussions,2.7,,Fórum,Discussão eliminada,Forum,Eliminata discussione,Forum,Discussion supprimée,Forum,Thema gelöscht,Fòrum,S'ha suprimit el debat,Forum,Discussion deleted,Foro,Tema borrado
DISCUSSION_MOVED,FORUM,\mod_forum\event\discussion_moved,Other,update,forum_discussions,2.7,,Fórum,Discussão movida,Forum,Spostata discussione,Forum,Discussion déplacée,Forum,Thema verschoben,Fòrum,S'ha canviat de lloc el debat,Forum,Discussion moved,Foro,Tema movido
DISCUSSION_PINNED,FORUM,\mod_forum\event\discussion_pinned,Other,update,forum_discussions,,,Fórum,Tópico de discussão destacado,Forum,La discussione è stata messa evidenza,Forum,Discussion épinglée,Forum,Thema angepinnt,Fòrum,S'ha fixat la discussió,Forum,Discussion pinned,Foro,Debate fijado
DISCUSSION_SUBSCRIPTION_CREATED,FORUM,\mod_forum\event\discussion_subscription_created,Participating,create,forum_discussion_subs,2.8,,Fórum,Subscrição da discussão criada,Forum,Creata sottoscrizione della discussione,Forum,Abonnement à une discussion créé,Forum,Themenabonnement angelegt,Fòrum,S'ha creat la subscripció a la discussió,Forum,Discussion subscription created,Foro,Se ha suscrito a esta discusión
DISCUSSION_SUBSCRIPTION_DELETED,FORUM,\mod_forum\event\discussion_subscription_deleted,Participating,delete,forum_discussion_subs,2.8,,Fórum,Subscrição da discussão apagada,Forum,Eliminata sottoscrizione della discussione,Forum,Abonnement à une discussion supprimé,Forum,Themenabonnement gelöscht,Fòrum,S'ha esborrat la subscripció a la discussió,Forum,Discussion subscription deleted,Foro,Se ha borrado la suscripción de esta discusión
DISCUSSION_UNPINNED,FORUM,\mod_forum\event\discussion_unpinned,Other,update,forum_discussions,,,Fórum,Foi removido o destaque do tópico de discussão,Forum,La discussione è stata rimossa dall'evidenza,Forum,Discussion dépinglée,Forum,Thema losgelöst,Fòrum,S'ha desfixat la discussió,Forum,Discussion unpinned,Foro,Debate no fijado
DISCUSSION_UPDATED,FORUM,\mod_forum\event\discussion_updated,Other,update,forum_discussions,2.7,,Fórum,Discussão atualizada,Forum,Aggiornata discussione,Forum,Discussion modifiée,Forum,Thema aktualisiert,Fòrum,S'ha actualitzat el debat,Forum,Discussion updated,Foro,Discusión actualizada
DISCUSSION_VIEWED,FORUM,\mod_forum\event\discussion_viewed,Participating,read,forum_discussions,2.7,,Fórum,Discussão visualizada,Forum,Visualizzata discussione,Forum,Discussion consultée,Forum,Thema angezeigt,Fòrum,S'ha mostrat el debat,Forum,Discussion viewed,Foro,Tema visto
POST_CREATED,FORUM,\mod_forum\event\post_created,Participating,create,forum_posts,2.7,,Fórum,Tópico criado,Forum,Creato intervento,Forum,Message créé,Forum,Beitrag angelegt,Fòrum,S'ha creat el missatge,Forum,Post created,Foro,Mensaje creado
POST_DELETED,FORUM,\mod_forum\event\post_deleted,Other,delete,forum_posts,2.7,,Fórum,Tópico eliminado,Forum,Eliminato intervento,Forum,Message supprimé,Forum,Beitrag gelöscht,Fòrum,S'ha suprimit el missatge,Forum,Post deleted,Foro,Mensaje borrado
POST_UPDATED,FORUM,\mod_forum\event\post_updated,Participating,update,forum_posts,2.7,,Fórum,Tópico atualizado,Forum,Aggiornato intervento,Forum,Message modifié,Forum,Beitrag aktualisiert,Fòrum,S'ha actualitzat el missatge,Forum,Post updated,Foro,Mensaje actualizado
READ_TRACKING_DISABLED,FORUM,\mod_forum\event\readtracking_disabled,Other,delete,,2.7,,Fórum,Sinalização de mensagens não lidas desatiivada,Forum,Disabilitato evidenziamento messaggi,Forum,Suivi de lecture désactivé,Forum,Forumstracking deaktiviert,Fòrum,S'ha inhabilitat el seguiment de lectures,Forum,Read tracking disabled,Foro,Seguimiento de lectura deshabilitado
READ_TRACKING_ENABLED,FORUM,\mod_forum\event\readtracking_enabled,Other,create,,2.7,,Fórum,Sinalização de mensagens não lidas ativada,Forum,Abilitato evidenziamento messaggi,Forum,Suivi de lecture activé,Forum,Forumstracking aktiviert,Fòrum,S'ha habilitat el seguiment de lectures,Forum,Read tracking enabled,Foro,Seguimiento de lectura habilitado
SUBSCRIBERS_VIEWED,FORUM,\mod_forum\event\subscribers_viewed,Other,read,,2.7,,Fórum,Subscritores visualizados,Forum,Visualizzati sottoscrittori,Forum,Liste d'abonnés consultée,Forum,Abonnement/innen angezeigt,Fòrum,S'han mostrat el subscriptors,Forum,Subscribers viewed,Foro,Suscriptores visualizados
SUBSCRIPTION_CREATED,FORUM,\mod_forum\event\subscription_created,Participating,create,forum_subscriptions,2.7,,Fórum,Subscrição criada,Forum,Creata sottoscrizione,Forum,Abonnement créé,Forum,Abonnement angelegt,Fòrum,S'ha creat la subscripció,Forum,Subscription created,Foro,Suscripción activada
SUBSCRIPTION_DELETED,FORUM,\mod_forum\event\subscription_deleted,Participating,delete,forum_subscriptions,2.7,,Fórum,Subscrição eliminada,Forum,Eliminata sottoscrizione,Forum,Abonnement supprimé,Forum,Abonnement gelöscht,Fòrum,S'ha suprimit la subscripció,Forum,Subscription deleted,Foro,Suscripción anulada
USER_REPORT_VIEWED,FORUM,\mod_forum\event\user_report_viewed,Participating,read,,2.7,,Fórum,Relatório do utilizador visualizado,Forum,Visualizzato report utente,Forum,Rapport utilisateur consulté,Forum,Nutzerübersicht angezeigt,Fòrum,S'ha mostrat l'informe de l'usuari,Forum,User report viewed,Foro,Informe del usuario visualizado
CATEGORY_HAS_BEEN_CREATED,GLOSSARY,\mod_glossary\event\category_created,Participating,create,glossary_categories,2.7,,Glossário,A categoria foi criada,Glossario,Creata categoria,Glossaire,Catégorie créée,Glossar,Kategorie angelegt,Glossari,S'ha creat la categoria,Glossary,Category has been created,Glosario,La categoría ha sido creada
CATEGORY_HAS_BEEN_DELETED,GLOSSARY,\mod_glossary\event\category_deleted,Participating,delete,glossary_categories,2.7,,Glossário,A categoria foi eliminada,Glossario,Eliminata categoria,Glossaire,Catégorie supprimée,Glossar,Kategorie gelöscht,Glossari,S'ha suprimit la categoria,Glossary,Category has been deleted,Glosario,La categoría ha sido borrada
CATEGORY_HAS_BEEN_UPDATED,GLOSSARY,\mod_glossary\event\category_updated,Participating,update,glossary_categories,2.7,,Glossário,A categoria foi atualizada,Glossario,Aggiornata categoria,Glossaire,Catégorie modifiée,Glossar,Kategorie aktualisiert,Glossari,S'ha actualitzat la categoria,Glossary,Category has been updated,Glosario,La categoría ha sido actualizada
COMMENT_CREATED,GLOSSARY,\mod_glossary\event\comment_created,Participating,create,comments,2.7,,Glossário,Comentário criado,Glossario,Creato commento,Glossaire,Commentaire créé,Glossar,Kommentar angelegt,Glossari,Comentari creat,Glossary,Comment created,Glosario,Comentario creado
COMMENT_DELETED,GLOSSARY,\mod_glossary\event\comment_deleted,Participating,delete,comments,2.7,,Glossário,Comentário apagado,Glossario,Eliminato commento,Glossaire,Commentaire supprimé,Glossar,Kommentar gelöscht,Glossari,Comentari suprimit,Glossary,Comment deleted,Glosario,Comentario eliminado
COURSE_MODULE_INSTANCE_LIST_VIEWED,GLOSSARY,\mod_glossary\event\course_module_instance_list_viewed,Other,read,,2.7,,Glossário,Lista de instâncias do módulo de disciplina visualizada,Glossario,Visualizzato elenco istanze moduli corso,Glossaire,Liste d'instances de module de cours consultée,Glossar,Liste der Kursmodule angezeigt,Glossari,Llista d'instàncies de mòduls de curs vistos,Glossary,Course module instance list viewed,Glosario,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,GLOSSARY,\mod_glossary\event\course_module_viewed,Participating,read,glossary,2.7,,Glossário,Módulo de disciplina visualizado,Glossario,Visualizzato modulo corso,Glossaire,Module de cours consulté,Glossar,Kursmodul angezeigt,Glossari,Mòdul de curs vist,Glossary,Course module viewed,Glosario,Módulo de curso visto
ENTRY_HAS_BEEN_APPROVED,GLOSSARY,\mod_glossary\event\entry_approved,Participating,update,glossary_entries,2.7,,Glossário,A entrada foi aprovada,Glossario,Approvata voce di glossario,Glossaire,Article approuvé,Glossar,Eintrag freigeben,Glossari,S'ha aprovat l'entrada,Glossary,Entry has been approved,Glosario,La entrada ha sido aprobada
ENTRY_HAS_BEEN_CREATED,GLOSSARY,\mod_glossary\event\entry_created,Participating,create,glossary_entries,2.7,,Glossário,A entrada foi criada,Glossario,Creata voce di glossario,Glossaire,Article créé,Glossar,Eintrag angelegt,Glossari,S'ha creat l'entrada,Glossary,Entry has been created,Glosario,La entrada ha sido creada
ENTRY_HAS_BEEN_DELETED,GLOSSARY,\mod_glossary\event\entry_deleted,Participating,delete,glossary_entries,2.7,,Glossário,A entrada foi eliminada,Glossario,Eliminata voce di glossario,Glossaire,Article supprimé,Glossar,Eintrag gelöscht,Glossari,S'ha suprimit l'entrada,Glossary,Entry has been deleted,Glosario,La entrada ha sido borrada
ENTRY_HAS_BEEN_DISAPPROVED,GLOSSARY,\mod_glossary\event\entry_disapproved,Participating,update,glossary_entries,2.7,,Glossário,A entrada foi desaprovada,Glossario,Disapprovata voce di glossario,Glossaire,Article désapprouvé,Glossar,Eintrag abgelehnt,Glossari,S'ha rebutjat l'entrada,Glossary,Entry has been disapproved,Glosario,La entrada ha sido desaprobada
ENTRY_HAS_BEEN_UPDATED,GLOSSARY,\mod_glossary\event\entry_updated,Participating,update,glossary_entries,2.7,,Glossário,A entrada foi atualizada,Glossario,Aggiornata voce di glossario,Glossaire,Article modifié,Glossar,Eintrag aktualisiert,Glossari,S'ha actualitzat l'entrada,Glossary,Entry has been updated,Glosario,La entrada ha sido actualizada
ENTRY_HAS_BEEN_VIEWED,GLOSSARY,\mod_glossary\event\entry_viewed,Participating,read,glossary_entries,2.7,,Glossário,A entrada foi visualizada,Glossario,Visualizzata voce di glossario,Glossaire,Article consulté,Glossar,Eintrag angezeigt,Glossari,S'ha visualitzat l'entrada,Glossary,Entry has been viewed,Glosario,La entrada ha sido vista
COURSE_MODULE_INSTANCE_LIST_VIEWED,IMS_CONTENT_PACKAGE,\mod_imscp\event\course_module_instance_list_viewed,Other,read,,2.7,,Pacotes IMS,Lista de instâncias do módulo de disciplina visualizada,IMS Content Package,Visualizzato elenco istanze moduli corso,Paquetage IMS Content,Liste d'instances de module de cours consultée,IMS-Content,Liste der Kursmodule angezeigt,Paquet de contingut IMS,Llista d'instàncies de mòduls de curs vistos,IMS content package,Course module instance list viewed,Paquete de contenidos IMS,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,IMS_CONTENT_PACKAGE,\mod_imscp\event\course_module_viewed,Participating,read,imscp,2.7,,Pacotes IMS,Módulo de disciplina visualizado,IMS Content Package,Visualizzato modulo corso,Paquetage IMS Content,Module de cours consulté,IMS-Content,Kursmodul angezeigt,Paquet de contingut IMS,Mòdul de curs vist,IMS content package,Course module viewed,Paquete de contenidos IMS,Módulo de curso visto
CONTENT_PAGE_VIEWED,LESSON,\mod_lesson\event\content_page_viewed,Participating,read,lesson_pages,2.9,,Lição,Conteúdo da página visualizado,Lezione,Visualizzata pagina di contenuto,Leçon,Page consultée,Lektion,Textseite angezeigt,Lliçó,Visualitzat el contingut d'una pàgina,Lesson,Content page viewed,Lección,Página de contenidos visualizada
COURSE_MODULE_INSTANCE_LIST_VIEWED,LESSON,\mod_lesson\event\course_module_instance_list_viewed,Other,read,,2.7,,Lição,Lista de instâncias do módulo de disciplina visualizada,Lezione,Visualizzato elenco istanze moduli corso,Leçon,Liste d'instances de module de cours consultée,Lektion,Liste der Kursmodule angezeigt,Lliçó,Llista d'instàncies de mòduls de curs vistos,Lesson,Course module instance list viewed,Lección,Instancia del módulo del curso visualizada
COURSE_MODULE_VIEWED,LESSON,\mod_lesson\event\course_module_viewed,Participating,read,lesson,2.7,,Lição,Módulo de disciplina visualizado,Lezione,Visualizzato modulo corso,Leçon,Module de cours consulté,Lektion,Kursmodul angezeigt,Lliçó,Mòdul de curs vist,Lesson,Course module viewed,Lección,Módulo de curso visto
ESSAY_ASSESSED,LESSON,\mod_lesson\event\essay_assessed,Teaching,update,lesson_grades,2.7,,Lição,Ensaio avaliado,Lezione,Valutata domanda a testo libero,Leçon,Composition évaluée,Lektion,Essay-Frage bewertet,Lliçó,S'ha avaluat la pregunta de resposta oberta,Lesson,Essay assessed,Lección,Ensayo evaluado
ESSAY_ATTEMPT_VIEWED,LESSON,\mod_lesson\event\essay_attempt_viewed,Teaching,read,lesson_attempts,2.7,,Lição,Tentativa de Ensaio visualizada,Lezione,Visualizzata domanda a testo libero,Leçon,Composition consultée,Lektion,Essayversuch angesehen,Lliçó,S'ha mostrat l'intent de resposta oberta,Lesson,Essay attempt viewed,Lección,Intento del ensayo visualizado
LESSON_OVERRIDE_CREATED,LESSON,\mod_lesson\event\group_override_created,Teaching,create,lesson_overrides,2.9,,Lição,Exceção para lição criada,Lezione,Creata personalizzazione lezione,Leçon,Dérogation de leçon créée,Lektion,Lektionsüberschreibung angelegt,Lliçó,Excepció creada,Lesson,Lesson override created,Lección,Se ha creado la invalidación de la lección
LESSON_OVERRIDE_DELETED,LESSON,\mod_lesson\event\group_override_deleted,Teaching,delete,lesson_overrides,2.9,,Lição,Exceção para Lição eliminada,Lezione,Eliminata personalizzazione lezione,Leçon,Dérogation de leçon supprimée,Lektion,Lektionsüberschreibung gelöscht,Lliçó,Excepció esborrada,Lesson,Lesson override deleted,Lección,Se ha eliminado la invalidación de la lección
LESSON_OVERRIDE_UPDATED,LESSON,\mod_lesson\event\group_override_updated,Teaching,update,lesson_overrides,2.9,,Lição,Exceção para Lição atualizada,Lezione,Aggiornata personalizzazione lezione,Leçon,Dérogation de leçon modifiée,Lektion,Lektionsüberschreibung aktualisiert,Lliçó,Excepció actualitzada,Lesson,Lesson override updated,Lección,Se ha actualizado la invalidación de la lección
EVENTHIGHSCOREADDED,LESSON,\mod_lesson\event\highscore_added,Participating,create,lesson_high_scores,2.7,,Lição,[[eventhighscoreadded]],Lezione,[[eventhighscoreadded]],Leçon,[[eventhighscoreadded]],Lektion,[[eventhighscoreadded]],Lliçó,[[eventhighscoreadded]],Lesson,[[eventhighscoreadded]],Lección,[[eventhighscoreadded]]
EVENTHIGHSCORESVIEWED,LESSON,\mod_lesson\event\highscores_viewed,Participating,read,lesson,2.7,,Lição,[[eventhighscoresviewed]],Lezione,[[eventhighscoresviewed]],Leçon,[[eventhighscoresviewed]],Lektion,[[eventhighscoresviewed]],Lliçó,[[eventhighscoresviewed]],Lesson,[[eventhighscoresviewed]],Lección,[[eventhighscoresviewed]]
LESSON_ENDED,LESSON,\mod_lesson\event\lesson_ended,Participating,read,lesson,2.7,,Lição,Lição terminada,Lezione,Terminata lezione,Leçon,Leçon terminée,Lektion,Lektion beendet,Lliçó,S'ha acabat la lliçó,Lesson,Lesson ended,Lección,Lección finalizada
LESSON_RESTARTED,LESSON,\mod_lesson\event\lesson_restarted,Participating,update,lesson,2.9,,Lição,Lição reiniciada,Lezione,Ri-iniziata lezione,Leçon,Leçon recommencée,Lektion,Lektion erneut gestartet,Lliçó,Lliçó recomençada,Lesson,Lesson restarted,Lección,Lección reiniciada
LESSON_RESUMED,LESSON,\mod_lesson\event\lesson_resumed,Participating,update,lesson,2.9,,Lição,Continuar a lição,Lezione,Riavviata lezione,Leçon,Leçon reprise,Lektion,Lektion wieder aufgenommen,Lliçó,Lliçó continuada,Lesson,Lesson resumed,Lección,Lección reanudada
LESSON_STARTED,LESSON,\mod_lesson\event\lesson_started,Participating,read,lesson,2.7,,Lição,Lição iniciada,Lezione,Iniziata lezione,Leçon,Leçon commencée,Lektion,Lektion begonnen,Lliçó,S'ha començat la lliçó,Lesson,Lesson started,Lección,Lección comenzada
PAGE_CREATED,LESSON,\mod_lesson\event\page_created,Teaching,create,lesson_pages,2.9,,Lição,Página criada,Lezione,Creata pagina,Leçon,Page créée,Lektion,Textseite angelegt,Lliçó,Pàgina creada,Lesson,Page created,Lección,Página creada
PAGE_DELETED,LESSON,\mod_lesson\event\page_deleted,Teaching,delete,lesson_pages,2.9,,Lição,Página eliminada,Lezione,Eliminata pagina,Leçon,Page supprimée,Lektion,Textseite gelöscht,Lliçó,Pàgina esborrada,Lesson,Page deleted,Lección,Página borrada
PAGE_MOVED,LESSON,\mod_lesson\event\page_moved,Teaching,update,lesson_pages,2.9,,Lição,Página movida,Lezione,Spostata pagina,Leçon,Page déplacée,Lektion,Seite verschoben,Lliçó,Pàgina moguda,Lesson,Page moved,Lección,Página trasladada
PAGE_UPDATED,LESSON,\mod_lesson\event\page_updated,Teaching,update,lesson_pages,2.9,,Lição,Página atualizada,Lezione,Aggiornata pagina,Leçon,Page modifiée,Lektion,Textseite bearbeitet,Lliçó,Pàgina alterada,Lesson,Page updated,Lección,Página actualizada
QUESTION_ANSWERED,LESSON,\mod_lesson\event\question_answered,Participating,create,lesson_pages,2.9,,Lição,Pergunta respondida,Lezione,Data risposta,Leçon,Question répondue,Lektion,Frage beantwortet,Lliçó,Pregunta contestada,Lesson,Question answered,Lección,Pregunta respondida
QUESTION_VIEWED,LESSON,\mod_lesson\event\question_viewed,Participating,read,lesson_pages,2.9,,Lição,Pergunta visualizada,Lezione,Visualizzata domanda,Leçon,Question consultée,Lektion,Frage angezeigt,Lliçó,Pregunta visualitzada,Lesson,Question viewed,Lección,Pregunta visualizada
LESSON_OVERRIDE_CREATED,LESSON,\mod_lesson\event\user_override_created,Teaching,create,lesson_overrides,2.9,,Lição,Exceção para lição criada,Lezione,Creata personalizzazione lezione,Leçon,Dérogation de leçon créée,Lektion,Lektionsüberschreibung angelegt,Lliçó,Excepció creada,Lesson,Lesson override created,Lección,Se ha creado la invalidación de la lección
LESSON_OVERRIDE_DELETED,LESSON,\mod_lesson\event\user_override_deleted,Teaching,delete,lesson_overrides,2.9,,Lição,Exceção para Lição eliminada,Lezione,Eliminata personalizzazione lezione,Leçon,Dérogation de leçon supprimée,Lektion,Lektionsüberschreibung gelöscht,Lliçó,Excepció esborrada,Lesson,Lesson override deleted,Lección,Se ha eliminado la invalidación de la lección
